Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core)
106,4,10,1,Blown up? You told me my parents died in a car crash!,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
107,4,10,5,A car crash? A car crash kill James and Lily Potter?,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
108,4,10,32,We had to tell him something.,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Petunia Dursley,Human,Female,Gryffindor,Unknown,Unknown,Unknown
109,4,10,5,It's an outrage! It's a scandal!,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
110,4,10,21,He'll not be going!,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Vernon Dursley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
111,4,10,5,"Oh, and I suppose a great Muggle like yourself's going to stop him, are you?",Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
112,4,10,1,Muggle?,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
113,4,10,5,"Non magic folk.  This boy's had his name down ever since he was born!  He's going to the finest school of witchcraft and wizardry in the world, and he'll be under the finest headmaster that Hogwarts has ever seen: Albus Dumbledore.",Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
114,4,10,21,I will not pay for some crackpot old fool to teach him magic tricks!,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Vernon Dursley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
115,4,10,5,"Never, insult Albus Dumbledore, in front of me.",Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
116,4,10,31,Ahh!,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Dudley Dursley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
117,4,10,5,"Oh, um, I'd appreciate if you didn't tell anyone at Hogwarts about that. Strictly speaking, I'm not allowed to do magic.",Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
118,4,10,1,Okay.,Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
119,4,10,5,"Ooh, we're a bit behind schedule. Best be off.  Unless you'd rather stay, of course. Hmm?",Keeper of the Keys,1,4,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hut-on-the-Rock,Dwellings,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
120,5,5,1,"First year students will require: three sets of work robes, one wand.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
121,5,5,5,"Essential bit of equipment, Harry.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
122,5,5,1,"One pair of dragon-hide gloves.  Hagrid, do they mean for a real dragon?",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
123,5,5,5,"Well, they don't mean for a penguin, do they? Heh. Crikey, but not a dragon.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
124,5,5,1,But you like a dragon?,Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
125,5,5,5,"Fast and misunderstood beasts, Harry. Fast and misunderstood.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
126,5,5,1,"All students must be equipped with...one standard size two pewter cauldron and may bring if they desire either an owl, a cat or a toad. Could we find all this in London?",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
127,5,5,5,If you know where to go.,Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
128,5,5,92,"Ah, Hagrid! The usual, I presume?",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Tom,Human,Male,Gryffindor,Unknown,Unknown,Unknown
129,5,5,5,"No thanks, Tom. I'm on official Hogwarts business today. Just helping young Harry here buy his school supplies.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
130,5,5,92,Bless my soul. It's Harry Potter.,Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Tom,Human,Male,Gryffindor,Unknown,Unknown,Unknown
131,5,5,139,"Welcome back, Mr. Potter, welcome back.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Man,Human,Male,Gryffindor,Unknown,Unknown,Unknown
132,5,5,132,"Doris Crockford, Mr. Potter. I can't believe I'm meeting you at last.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Goblin,Human,Male,Gryffindor,Unknown,Unknown,Unknown
133,5,5,41,Harry P-potter. C-can't tell you how pleased I am to meet you.,Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Quirinus Quirrell,Human,Male,Ravenclaw,Unknown,Alder,Unicorn Hair
134,5,5,5,"Hello, Professor. I didn't see you there. Harry, this is Professor Quirrell. He'll be your Defense Against the Dark Arts teacher at Hogwarts.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
135,5,5,1,"Oh, nice to meet you.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
136,5,5,41,"F-fearfully fascinating subject. N-not that you need it, e-eh, Potter? Heheh.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Quirinus Quirrell,Human,Male,Ravenclaw,Unknown,Alder,Unicorn Hair
137,5,5,5,"Yes, well, must be going now. Lots to buy. Heh.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
138,5,5,1,Goodbye.,Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
139,5,5,5,"See, Harry, you're famous!",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
140,5,5,1,"But why am I famous, Hagrid? All those people back there, how is it they know who I am?",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
141,5,5,5,"I'm not exactly sure I'm the right person to tell you that, Harry.  Welcome, Harry, to Diagon Alley.  Here's where you'll get your quills and ink, and over there all your bits and bobs for doing your wizardry.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
142,5,5,138,"It's a world class racing broom. Look at it, it's the new Nimbus 2000! It's the fastest model yet.",Diagon Alley,1,5,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Boy,Human,Male,Gryffindor,Unknown,Unknown,Unknown
143,6,2,1,"But, Hagrid, how am I to pay for all this? I haven't any money.",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
144,6,2,5,"Well, there's your money, Harry.  Gringotts, the Wizard Bank. T'aint no place safer, 'cept perhaps Hogwarts.",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
145,6,2,1,"Uh, Hagrid, what exactly are these things?",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
146,6,2,5,"They're goblins, Harry. Clever as they come goblins, but not the most friendly of beasts. Best stick close to me.  Mr. Harry Potter wishes to make a withdrawal.",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
147,6,2,130,And does Mr. Harry Potter have his key?,Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Merpeople,Human,Male,Gryffindor,Unknown,Unknown,Unknown
148,6,2,5,"Oh. Wait a minute. Got it here somewhere. Hah. There's the little devil.  Oh, and there's something else as well.  Professor Dumbledore gave me this.  It's about you-know-what in vault you-know-which.",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
149,6,2,130,Very well.,Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Merpeople,Human,Male,Gryffindor,Unknown,Unknown,Unknown
150,6,2,30,"Vault 687. Lamp, please.  Key please.",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Griphook,Goblin,Male,Gryffindor,Unknown,Unknown,Unknown
151,6,2,5,"Didn't think your mum and dad would leave you with nothing now, did ya?",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
152,6,2,30,Vault 713.,Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Griphook,Goblin,Male,Gryffindor,Unknown,Unknown,Unknown
153,6,2,1,"What's in there, Hagrid?",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
154,6,2,5,"Can't tell you, Harry. It's Hogwarts business. Very secret.",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
155,6,2,30,Stand back.,Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Griphook,Goblin,Male,Gryffindor,Unknown,Unknown,Unknown
156,6,2,5,"Best not mention this to anyone, Harry.",Gringotts,1,6,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Gringotts Wizarding Bank,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
157,7,4,1,I still need...a wand.,Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
158,7,4,5,"A wand? Well, you'll want Ollivanders.  No place better. Run along there, but wait. I just got one more thing I got to do. Won't be long.",Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
159,7,4,1,Hello? Hello?,Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
160,7,4,43,"I wondered when I'd be seeing you, Mr. Potter. It seems only yesterday that your mother and father were in here buying their first wands.  Ah. Here we are.  Well, give it a wave.  Apparently not.  Perhaps this.  No, no, definitely not! No matter...  I wonder.  Curious, very curious.",Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Garrick Ollivander,Human,Male,Ravenclaw,Unknown,Hornbeam,Dragon Heartstring
161,7,4,1,"Sorry, but what's curious?",Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
162,7,4,43,"I remember every wand I've ever sold, Mr. Potter. It just so happens that the phoenix, whose tail feather resides in your wand gave one other feather, just one. It is curious that you should be destined for this wand when its brother gave you that scar.",Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Garrick Ollivander,Human,Male,Ravenclaw,Unknown,Hornbeam,Dragon Heartstring
163,7,4,1,And...who owned that wand?,Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
164,7,4,43,"Oh, we do not speak his name. The wand chooses the wizard, Mr. Potter. It's not always clear why, but I think it is clear that we can expect great things from you. After all, He-Who-Must-Not-Be-Named did great things...terrible, yes, but great.",Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Garrick Ollivander,Human,Male,Ravenclaw,Unknown,Hornbeam,Dragon Heartstring
165,7,4,5,Harry! Harry! Happy birthday!,Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
166,7,4,1,Wow.,Ollivanders,1,7,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Ollivanders,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
167,8,5,5,"You all right, Harry? You seem very quiet.",The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
168,8,5,1,"He killed my parents, didn't he? The one who gave me this. You know, Hagrid, I know you do.",The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
169,8,5,5,"First, and understand this, Harry, 'cause it's very important. Not all wizards are good. Some of them go bad. A few years ago, there was one wizard who went as bad as you can go. And his name was V-...his name was V-...",The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
170,8,5,1,Maybe if you wrote it down?,The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
171,8,5,5,"No, I can't spell it. All right.  Voldemort.",The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
172,8,5,1,Voldemort?,The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
173,8,5,5,Shh!!,The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
174,8,5,5,"It was dark times, Harry, dark times.  Voldemort started to gather some followers, brought 'em over to the dark side. Anyone that stood up to him ended up dead. Your parents fought against him, but nobody lived once he decided to kill 'em.  Nobody...not one. Except you.",The Boy Who Lived,1,8,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,The Leaky Cauldron,Diagon Alley,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
